,Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
705,0,3,2,2,1,1,2,2,3
706,1,4,0,0,1,1,1,0,0
707,0,3,0,2,2,0,1,1,3
708,2,2,2,2,1,0,0,1,3
709,1,0,2,0,0,1,0,0,0
710,0,2,2,0,0,0,1,0,0
711,2,2,1,3,2,0,2,2,3
712,1,0,1,3,0,0,1,0,0
713,0,1,1,3,2,1,0,0,0
714,2,3,2,1,0,1,1,0,0
715,1,0,0,1,1,0,1,1,3
716,2,2,0,3,1,0,1,0,0
717,1,1,2,3,2,0,2,0,0
718,1,0,1,0,1,0,1,1,4
719,0,4,1,0,1,1,0,0,0
720,2,3,2,1,0,0,0,1,3
721,0,0,2,1,2,1,1,1,3
722,0,4,1,0,2,0,2,2,4
723,0,1,2,3,0,0,2,2,4
724,1,3,2,0,0,1,2,1,3
725,2,4,0,0,0,0,1,0,0
726,2,0,2,1,2,0,2,2,4
727,0,2,2,3,0,0,0,1,4
728,1,1,2,1,0,0,0,1,4
729,0,3,1,2,1,1,0,0,0
730,0,2,1,3,1,0,1,1,4
731,0,1,0,1,0,1,2,2,4
732,0,0,2,0,0,1,2,2,4
733,2,3,0,2,2,0,1,2,3
734,2,0,1,3,1,0,1,0,0
735,0,2,2,1,2,0,0,2,4
736,1,4,0,2,2,1,2,1,2
737,1,4,1,3,2,1,0,0,0
738,2,1,0,0,1,1,2,2,4
740,1,2,2,3,2,0,0,2,4
741,1,3,0,3,1,0,0,0,0
742,2,4,1,3,2,1,0,1,3
743,2,3,2,2,0,1,2,1,3
744,1,1,2,2,0,1,1,0,0
745,1,1,1,0,0,0,2,1,4
746,1,0,1,3,2,1,0,1,4
747,1,4,1,2,0,0,2,2,3
748,2,2,2,3,2,1,1,0,0
749,2,0,2,2,1,1,0,2,4
750,0,1,0,3,2,1,2,1,3
751,2,4,2,2,1,0,2,2,3
752,0,0,1,2,1,0,0,2,4
753,0,0,2,1,1,0,1,0,0
754,0,4,0,0,2,0,1,2,4
755,2,2,2,0,1,0,0,0,0
756,0,0,1,2,2,1,2,0,0
757,0,2,2,3,2,0,0,2,4
758,2,4,2,0,2,1,0,0,0
759,0,2,2,3,1,1,0,2,4
760,0,0,0,1,0,0,2,2,4
761,2,2,2,3,2,0,1,2,3
763,0,2,2,0,0,0,0,2,4
764,2,1,0,3,1,1,0,2,4
765,0,2,2,2,0,0,1,1,4
766,2,0,0,0,2,1,2,1,3
767,2,3,2,0,1,0,0,0,0
768,1,2,1,0,2,0,0,2,4
769,0,3,1,1,0,0,1,2,4
770,2,3,1,3,0,0,2,0,0
771,2,3,2,3,2,0,0,1,3
772,1,0,1,3,1,0,0,0,0
773,0,2,2,2,1,1,0,0,0
774,2,3,2,1,2,0,1,1,2
775,2,3,2,0,2,0,1,1,3
776,0,0,2,2,2,0,0,1,4
777,1,0,2,2,2,1,0,2,4
778,0,2,2,3,0,1,1,2,4
779,2,1,1,3,0,0,0,2,4
780,0,0,1,3,2,0,1,0,0
781,1,2,2,2,1,1,1,0,0
782,0,3,0,0,2,1,0,2,3
783,2,2,2,3,1,1,2,1,3
784,0,1,1,1,0,1,1,1,4
785,1,4,0,1,1,1,0,1,3
786,1,3,2,3,2,0,1,0,0
787,2,2,2,2,2,1,2,0,0
788,0,1,0,0,2,1,0,2,4
789,1,0,1,2,1,1,0,2,4
790,2,1,2,3,0,1,1,2,4
791,2,2,2,2,1,1,1,0,0
792,1,4,2,1,1,0,2,0,0
793,0,3,2,3,1,0,0,2,4
794,1,1,2,1,0,0,2,2,4
795,0,2,1,1,0,0,0,1,4
796,1,0,0,2,1,1,0,1,4
797,0,4,0,0,2,1,0,2,3
798,0,1,0,0,2,0,0,1,4
799,1,2,0,2,1,0,2,1,3
800,2,4,2,1,0,1,0,2,3
801,0,3,2,0,1,0,0,2,4
802,1,3,2,2,1,0,1,1,2
803,0,3,2,3,2,1,0,1,3
804,2,3,2,2,0,0,0,0,0
805,2,0,2,3,2,0,1,0,0
806,2,1,2,2,0,1,1,0,0
807,2,0,1,3,1,1,0,2,4
808,2,1,0,1,2,1,1,2,3
809,2,4,2,3,0,0,2,2,3
810,2,3,2,1,2,1,1,0,0
811,2,2,1,3,1,0,1,1,3
812,2,0,2,1,1,1,0,2,4
813,1,4,1,2,2,1,0,1,3
814,0,1,2,1,1,1,1,0,0
815,2,0,1,2,2,1,2,2,4
816,2,3,1,0,1,0,0,1,3
817,0,1,2,3,2,1,0,0,0
818,0,1,1,2,0,1,2,2,4
819,2,3,2,2,0,1,0,2,3
820,2,3,2,0,1,0,2,0,0
821,0,2,0,1,2,1,1,2,4
822,0,4,1,1,0,0,2,0,0
823,0,2,2,2,2,1,2,2,4
824,2,1,2,0,1,0,2,2,4
825,0,4,2,2,0,1,1,2,4
826,0,1,2,3,1,0,0,2,4
827,2,3,2,0,1,0,1,2,3
828,0,3,1,1,2,1,0,1,3
829,1,1,2,1,1,0,1,1,3
830,0,1,1,1,2,0,0,2,4
831,1,2,0,0,0,1,1,2,4
832,1,3,1,0,2,1,2,0,0
833,0,2,2,0,0,0,2,1,4
834,2,4,1,2,2,1,0,0,0
835,2,1,2,0,2,0,1,1,3
836,2,1,0,3,0,0,1,2,4
837,1,2,0,3,0,0,0,0,0
838,2,2,0,0,0,0,0,1,3
839,2,2,2,3,0,1,0,0,0
840,2,1,0,1,0,0,0,2,4
841,1,1,1,2,0,0,2,1,4
842,2,2,2,2,2,1,0,0,0
843,0,2,2,3,2,1,1,2,4
844,1,4,2,3,0,0,2,1,3
845,0,4,2,0,1,1,1,2,4
846,0,4,0,0,1,1,2,0,0
847,0,0,1,2,1,1,2,0,0
848,0,2,0,0,1,0,1,2,4
849,1,0,1,3,1,0,2,0,0
850,2,1,2,2,1,1,1,1,3
852,0,1,1,2,0,1,0,0,0
853,0,4,2,2,2,1,0,2,3
854,1,3,1,1,2,0,1,1,3
855,2,1,1,1,2,1,1,2,3
856,1,1,1,3,1,1,0,0,0
857,2,0,2,0,0,0,2,2,4
858,0,0,1,1,0,1,2,1,4
859,1,3,1,0,2,0,2,1,3
860,0,0,2,1,1,0,0,0,0
861,1,0,2,1,1,1,0,1,4
862,1,4,0,2,1,1,1,1,3
863,2,0,1,2,1,0,1,2,4
864,0,4,2,0,1,0,1,2,4
865,2,1,2,1,2,1,0,0,0
866,1,1,0,1,1,1,2,0,0
868,0,0,0,1,0,1,2,0,0
870,0,0,2,1,0,1,2,2,4
871,0,1,2,1,0,1,1,1,3
872,1,1,2,2,2,1,0,0,0
873,0,4,2,2,0,0,0,1,4
874,0,3,1,0,2,0,1,2,4
875,2,0,2,2,2,1,2,1,3
876,2,4,2,2,1,0,2,0,0
877,1,4,1,2,2,1,0,0,0
878,2,4,1,1,1,1,1,2,3
879,2,4,0,3,1,0,0,0,0
880,2,3,2,3,1,1,0,1,3
881,0,0,2,1,1,0,1,1,3
882,2,0,1,2,2,1,1,2,4
883,0,0,2,1,1,0,0,1,4
884,0,1,2,1,1,0,1,1,3
885,2,4,2,3,1,0,0,2,3
886,0,3,1,0,1,1,0,0,0
887,0,1,0,1,0,1,0,2,4
888,0,0,2,1,0,0,1,1,4
889,1,2,0,2,2,0,2,2,4
890,1,2,2,3,0,1,1,1,3
891,1,3,2,2,1,1,2,1,2
892,2,4,2,0,0,1,2,1,3
893,2,4,1,3,0,0,0,2,3
894,1,1,2,1,1,1,2,0,0
895,2,4,2,2,1,1,0,1,3
896,1,1,0,0,2,1,2,0,0
897,0,1,0,2,1,1,1,0,0
898,1,2,0,2,1,1,1,2,4
900,0,2,2,0,1,0,2,1,4
901,0,3,1,0,1,1,1,1,3
902,0,4,2,1,1,1,1,1,3
903,2,3,2,3,1,1,0,2,3
904,0,4,2,0,1,0,1,1,3
905,1,4,1,3,0,1,2,0,0
906,1,0,2,3,0,0,2,1,4
907,2,3,0,1,2,1,2,1,2
908,0,0,1,3,1,1,0,1,4
909,1,2,2,3,2,0,0,0,0
910,0,3,2,2,1,1,2,0,0
911,2,4,2,3,0,1,0,1,3
912,2,2,2,1,2,1,2,0,0
913,2,0,2,1,0,1,0,1,4
914,0,4,0,0,1,0,1,2,4
915,0,3,2,3,2,1,1,1,3
916,1,3,0,2,1,1,1,0,0
917,1,3,2,0,0,0,0,2,3
918,1,3,0,0,1,1,1,1,3
919,0,4,1,2,2,0,1,2,4
920,2,2,1,0,1,0,1,0,0
921,1,1,2,1,1,0,0,0,0
922,0,1,2,2,0,0,0,0,0
925,0,1,2,2,2,1,2,1,3
926,0,2,0,2,0,1,0,0,0
927,2,0,0,3,1,1,2,1,4
928,2,0,1,0,0,0,1,0,0
929,0,0,2,0,1,1,0,0,0
930,2,4,0,2,0,1,2,2,3
932,0,0,2,2,0,0,2,0,0
933,1,3,1,0,0,1,2,2,3
934,0,2,2,2,1,0,2,2,4
935,1,1,0,2,2,0,0,1,4
936,1,0,0,0,2,0,1,2,4
937,2,4,1,1,1,0,1,0,0
938,0,0,1,0,2,0,1,0,0
939,1,1,1,3,2,1,1,0,0
940,0,2,2,1,2,1,1,2,3
941,1,3,0,0,2,0,2,2,3
942,1,0,2,0,1,1,0,0,0
943,1,4,1,2,1,0,1,0,0
944,2,0,0,3,2,1,0,2,4
946,1,2,2,2,1,1,2,0,0
947,0,0,2,2,2,0,2,0,0
948,0,1,2,0,1,1,2,0,0
949,1,3,0,1,1,0,1,0,0
950,2,2,0,2,1,1,1,1,3
951,2,0,0,0,1,1,1,2,4
952,0,3,2,2,2,0,2,0,0
953,2,2,1,3,1,1,2,2,3
954,1,4,2,3,2,1,2,1,2
955,2,0,2,3,2,1,0,0,0
956,0,0,1,3,0,0,0,1,4
957,0,3,2,2,0,0,1,0,0
958,0,2,2,0,2,1,2,0,0
959,1,1,1,3,1,1,0,1,4
961,0,3,0,3,2,0,1,1,3
962,2,3,2,0,2,0,1,0,0
963,0,3,2,1,0,1,0,1,4
964,2,2,2,2,0,1,2,1,3
965,2,3,1,1,0,1,0,2,3
966,2,0,2,1,2,0,1,2,4
967,0,4,2,0,2,0,2,2,4
968,2,0,0,3,1,1,1,1,4
969,0,3,1,2,0,0,1,2,4
970,2,1,0,0,0,1,1,1,3
971,0,0,0,0,0,0,1,1,4
972,0,4,0,3,1,0,0,0,0
973,0,4,0,0,0,0,1,0,0
974,0,2,1,1,2,0,1,2,4
975,0,4,2,0,2,1,1,0,0
976,1,3,1,1,0,0,1,1,3
977,0,3,2,3,1,0,2,0,0
978,0,4,1,2,0,1,2,1,3
979,0,1,2,3,0,0,1,1,4
981,0,3,2,3,0,1,2,0,0
982,2,3,2,3,1,1,1,1,3
983,1,1,1,0,1,0,0,1,4
984,1,4,0,1,0,1,0,0,0
985,1,1,2,2,1,0,2,0,0
986,0,0,0,2,0,0,0,2,4
987,0,4,0,1,2,1,1,0,0
988,2,2,2,3,1,1,1,0,0
989,2,4,0,3,1,1,0,1,3
990,0,2,2,2,0,1,0,0,0
991,2,3,0,0,0,1,0,2,3
992,2,4,1,2,2,0,0,2,3
993,1,4,1,0,1,1,2,0,0
994,1,2,2,0,0,0,1,1,3
995,0,1,2,2,2,1,2,2,4
996,1,0,2,1,0,0,2,2,4
998,0,1,1,3,2,0,0,1,4
999,2,1,1,1,1,0,0,2,4
1000,0,0,2,0,2,1,0,1,4
1001,2,1,1,0,1,0,0,0,0
1003,0,1,1,2,2,1,2,0,0
1004,1,0,0,2,1,0,0,2,4
1005,1,3,2,3,1,1,2,2,3
1006,1,3,2,2,1,0,0,0,0
1007,2,4,2,3,2,1,1,2,3
1008,2,1,1,2,2,1,0,0,0
1009,0,3,1,2,2,1,0,2,3
1010,1,0,0,2,0,0,0,2,4
1011,2,0,1,2,2,1,2,0,0
1012,2,0,2,0,1,1,1,1,4
1013,2,4,2,0,2,0,0,1,3
1014,0,3,1,2,2,1,0,0,0
1015,1,1,1,0,1,1,2,2,4
1016,0,0,0,2,2,0,2,0,0
1017,0,0,2,3,2,0,0,0,0
1018,0,1,0,2,1,0,2,2,4
1019,1,2,1,0,1,1,0,2,4
1020,2,3,1,1,0,1,0,1,3
1021,1,3,0,0,2,0,2,0,0
1022,0,2,2,0,0,0,2,2,4
1023,0,1,0,1,2,0,1,0,0
1024,1,3,2,3,0,0,1,0,0
1025,0,1,2,1,2,1,2,0,0
1026,0,0,0,3,1,0,0,2,4
1027,0,4,2,1,2,0,1,1,3
1028,2,3,1,1,1,1,0,0,0
1029,2,2,2,0,0,1,0,2,3
1030,0,2,0,2,2,1,2,0,0
1032,0,2,1,1,1,0,2,2,4
1033,0,1,1,0,1,1,1,2,4
1034,0,4,2,3,2,0,2,0,0
1035,1,4,0,3,1,0,1,1,3
1036,2,1,2,3,0,1,1,1,3
1037,1,4,2,3,1,1,2,2,3
1038,0,2,2,1,2,1,0,1,4
1039,1,1,0,3,2,0,0,2,4
1040,0,2,1,3,0,1,0,0,0
1041,1,3,2,3,0,1,1,0,0
1042,0,2,1,2,1,1,1,0,0
1043,2,2,2,3,2,0,2,2,3
1044,2,1,1,2,0,1,0,1,4
1045,1,2,0,0,2,0,1,0,0
1046,1,4,2,0,2,1,1,2,3
1048,2,3,1,1,0,1,0,0,0
1049,0,1,1,0,1,0,1,2,4
1050,0,1,0,3,2,0,2,0,0
1051,0,3,1,3,2,1,2,0,0
1052,0,0,0,2,2,1,0,2,4
1053,0,2,0,3,2,1,2,2,4
1054,2,1,2,0,1,0,0,0,0
1055,1,4,0,2,2,1,0,1,3
1056,2,4,0,2,2,0,2,2,3
1057,2,0,2,2,0,0,0,0,0
1058,0,0,2,0,0,1,0,2,4
1059,1,1,1,0,0,0,0,1,4
1060,2,3,0,2,0,0,1,1,3
1061,1,1,2,3,0,1,1,1,4
1062,2,3,0,3,2,1,0,2,3
1063,1,0,2,3,0,0,2,0,0
1064,0,3,1,3,2,0,2,0,0
1065,0,2,2,2,2,0,1,2,4
1066,2,4,1,0,1,0,0,0,0
1067,2,0,0,2,1,1,2,1,4
1068,1,3,1,2,1,1,1,0,0
1069,2,1,2,0,1,1,0,0,0
1070,2,1,1,0,2,1,2,0,0
1071,2,3,2,0,1,1,2,0,0
1072,1,2,2,0,1,0,1,1,3
1073,2,3,2,0,2,1,0,0,0
1074,1,2,0,3,0,1,2,2,4
1075,2,1,1,0,1,1,1,2,4
1076,1,1,2,2,2,0,2,1,3
1077,2,0,2,2,2,1,2,1,3
1078,0,3,1,1,1,0,2,2,4
1079,1,0,2,2,0,0,1,0,0
1080,2,0,2,1,0,1,0,2,4
1081,1,1,0,0,0,1,1,1,4
1082,2,2,2,1,0,0,2,1,3
1083,2,1,2,0,0,1,0,2,4
1084,1,2,0,2,2,1,2,0,0
1085,1,3,0,0,2,1,1,1,2
1086,0,1,1,0,0,1,2,2,4
1087,1,4,2,2,0,0,0,0,0
1088,0,4,2,0,2,1,2,0,0
1089,0,2,0,2,1,0,1,1,4
1090,2,3,1,2,1,0,1,0,0
1091,0,3,2,0,0,0,0,0,0
1092,1,0,0,2,2,1,1,2,4
1093,0,3,1,3,2,0,0,2,4
1094,2,1,2,0,0,0,1,0,0
1095,1,4,0,1,2,1,1,2,3
1096,0,4,2,3,1,0,0,1,4
1097,1,0,2,0,0,0,2,1,4
1098,1,4,2,2,2,0,1,2,3
1099,1,2,2,2,2,0,0,0,0
1100,0,1,2,1,1,0,0,2,4
1101,2,3,0,0,1,0,0,1,3
1102,2,3,1,0,1,1,1,1,3
1103,2,4,0,2,2,1,2,0,0
1104,2,1,2,1,0,0,0,0,0
1105,2,4,1,2,2,0,1,2,3
1106,0,1,2,2,0,0,2,1,4
1107,2,3,2,2,0,0,0,1,3
1108,1,4,0,0,0,0,0,1,3
1109,0,1,2,0,0,1,0,1,4
1110,1,4,1,3,0,0,1,2,3
1111,1,1,2,1,1,0,0,2,4
1112,0,4,0,0,2,0,2,1,3
1113,1,3,2,3,0,0,0,0,0
1114,0,4,2,3,1,0,0,2,4
1115,0,0,0,1,2,1,1,0,0
1116,0,4,2,2,0,1,0,2,4
1117,0,2,0,3,1,1,1,1,4
1118,1,1,0,2,0,1,0,1,4
1119,1,0,0,2,1,0,1,0,0
1120,1,3,0,0,0,1,2,0,0
1121,1,3,1,3,0,1,0,1,3
1123,2,3,1,1,0,0,2,2,3
1124,1,2,1,2,0,1,1,1,3
1125,1,2,2,3,2,0,2,1,3
1126,2,0,2,0,2,0,2,0,0
1127,2,0,0,2,1,0,0,2,4
1128,2,2,1,0,0,1,1,2,3
1129,0,0,1,2,1,0,0,1,4
1130,2,3,2,2,0,0,0,0,0
1131,2,0,2,2,2,0,0,1,4
1132,2,2,0,0,0,0,1,2,3
1133,0,1,1,2,0,0,1,1,4
1134,2,1,1,0,2,1,0,2,3
1135,0,3,0,1,1,0,2,2,3
1136,0,1,2,1,2,0,1,1,3
1137,2,3,0,2,2,0,0,0,0
1138,2,3,2,3,2,0,0,0,0
1139,2,3,0,2,2,1,2,2,3
1140,1,0,2,2,1,0,1,2,4
1141,0,0,0,3,0,1,1,1,4
1142,1,1,2,0,2,0,0,2,4
1143,0,1,1,2,2,0,1,0,0
1144,0,2,2,3,1,1,1,0,0
1145,2,0,2,3,1,1,0,2,4
1146,2,4,0,2,0,1,0,2,3
1147,2,0,2,0,1,1,0,0,0
1148,2,1,2,0,0,1,1,2,4
1149,2,0,0,3,2,0,2,1,4
1150,2,2,0,2,2,1,0,0,0
1151,1,3,2,1,0,0,1,0,0
1152,0,2,0,3,1,0,0,1,4
1153,2,1,1,1,1,0,2,2,4
1154,0,3,1,1,2,1,2,0,0
1155,0,0,2,1,0,0,1,0,0
1156,1,1,2,2,0,1,1,2,4
1157,0,0,0,2,2,0,1,2,4
1158,0,4,2,2,2,1,2,0,0
1159,2,1,1,2,0,0,1,0,0
1160,0,4,0,2,0,1,1,2,4
1161,1,2,0,2,0,0,0,0,0
1162,1,2,2,2,1,1,0,1,3
1163,0,0,1,1,2,0,0,2,4
1164,1,1,2,0,0,1,2,1,4
1165,2,0,1,1,2,1,2,2,4
1166,2,2,2,0,0,1,0,1,3
1167,2,2,2,3,2,0,2,0,0
1168,1,1,2,3,2,1,2,1,3
1169,0,4,1,2,2,1,1,0,0
1170,0,2,2,2,2,0,0,0,0
1171,1,2,2,3,0,1,1,1,3
1172,2,4,2,1,2,0,0,0,0
1173,0,2,2,0,1,1,2,1,4
1174,0,0,0,2,2,0,1,0,0
1175,0,4,0,2,2,0,0,1,4
1176,1,0,2,3,0,0,0,2,4
1177,0,3,0,3,1,0,2,1,3
1178,2,4,2,2,0,0,0,0,0
1179,0,4,2,3,2,1,0,1,3
1180,1,2,0,2,1,1,0,2,4
1181,0,4,2,0,2,1,1,2,3
1182,2,1,2,2,2,0,0,0,0
1183,0,2,1,2,0,1,2,0,0
1184,1,4,2,2,1,0,0,0,0
1185,0,4,2,1,1,0,0,0,0
1186,1,1,1,2,2,0,1,0,0
1187,0,0,2,0,1,1,1,2,4
1188,0,1,0,2,2,0,2,1,4
1189,2,0,1,1,2,1,1,2,4
1190,1,0,2,2,1,1,2,2,4
1192,1,2,2,0,0,1,1,0,0
1193,0,3,1,3,2,0,1,0,0
1194,2,2,2,1,2,0,1,1,2
1195,2,2,0,3,1,1,2,0,0
1196,1,1,0,0,1,1,2,1,4
1197,0,3,0,3,0,0,2,1,3
1198,2,0,2,1,2,0,0,1,4
1199,2,4,1,0,2,0,1,0,0
1201,0,1,2,3,0,0,1,0,0
1202,0,0,2,0,1,0,0,1,4
1203,0,3,2,0,0,1,1,0,0
1204,0,2,0,2,0,1,2,1,4
1205,2,0,1,0,1,0,2,2,4
1206,1,2,1,1,0,0,0,2,4
1207,0,1,0,2,0,1,1,0,0
1208,2,0,2,0,0,0,1,1,4
1209,0,0,2,2,1,1,2,0,0
1210,1,4,2,2,2,0,2,2,3
1211,1,4,1,3,0,0,2,1,3
1212,0,3,2,1,0,1,2,2,3
1213,2,2,2,0,1,1,2,2,3
1214,2,2,2,3,2,1,1,1,2
1215,1,2,2,0,0,1,0,2,4
1216,2,1,0,3,1,1,2,1,3
1217,0,3,0,2,0,0,2,0,0
1218,1,3,2,2,2,0,0,0,0
1219,1,4,0,2,1,0,2,1,3
1221,0,2,0,3,1,0,0,0,0
1222,0,1,2,2,0,0,0,1,4
1223,2,0,2,3,0,1,2,2,4
1224,1,0,2,0,0,1,0,1,4
1225,1,2,0,3,0,0,1,2,4
1226,1,4,0,1,1,0,2,1,2
1227,2,2,2,3,2,0,0,0,0
1228,1,2,2,1,0,0,0,2,3
1229,1,4,2,3,0,1,0,0,0
1230,2,2,2,0,1,0,2,2,3
1231,2,3,0,1,0,0,1,1,3
1232,0,2,2,1,2,1,0,0,0
1233,1,1,2,0,1,1,2,2,4
1234,0,4,2,1,1,1,0,0,0
1235,0,4,2,3,2,1,0,0,0
1236,1,1,2,1,0,1,0,2,4
1237,2,4,1,1,2,0,1,0,0
1238,1,0,1,0,1,1,0,0,0
1239,2,1,2,3,2,1,2,0,0
1240,1,4,1,3,2,1,0,1,3
1241,1,4,1,0,0,1,0,1,3
1242,0,3,1,1,1,1,0,2,4
1243,0,4,1,0,1,1,0,1,4
1244,0,3,2,0,2,1,1,1,3
1245,0,3,0,1,0,1,0,1,4
1246,2,0,1,3,1,1,2,0,0
1247,1,2,2,2,0,1,1,0,0
1248,2,3,2,2,0,0,0,2,3
1249,0,2,2,1,0,1,0,2,4
1250,1,4,0,1,1,1,0,2,3
1251,2,2,2,1,1,0,2,1,2
1252,2,4,2,1,0,1,2,0,0
1253,1,3,2,1,2,1,2,2,3
1254,1,2,0,0,0,0,1,2,4
1255,2,4,2,2,0,0,1,2,3
1256,2,0,2,1,0,1,1,0,0
1257,2,1,2,0,0,0,2,2,4
1258,1,0,1,0,2,0,2,1,4
1260,1,3,2,0,2,1,1,1,2
1261,2,2,2,0,0,0,1,1,3
1262,2,4,1,1,2,1,2,0,0
1263,0,1,0,2,2,1,1,0,0
1264,1,2,2,0,1,0,2,0,0
1265,2,1,2,3,2,1,2,1,3
1266,1,2,0,0,1,0,1,2,4
1267,0,3,2,2,2,1,0,1,3
1268,0,3,1,1,0,0,2,2,4
1269,1,4,2,3,2,0,0,1,3
1270,2,0,1,3,2,0,2,2,4
1271,2,1,0,3,2,1,1,2,3
1272,1,3,1,1,0,1,1,0,0
1273,2,0,0,2,2,1,2,2,4
1274,1,4,2,1,2,1,0,2,3
1275,0,1,0,0,1,0,0,0,0
1276,1,3,2,1,0,1,1,2,3
1277,0,1,2,0,0,0,1,2,4
1279,1,3,2,3,1,1,1,0,0
1280,1,0,0,1,0,0,0,0,0
1281,1,1,1,3,0,0,0,0,0
1282,1,4,1,1,1,1,1,0,0
1283,2,2,2,0,0,0,2,1,3
1284,1,2,0,3,1,1,1,0,0
1285,2,0,2,1,2,1,0,1,4
1286,2,2,2,2,1,1,2,1,2
1287,2,4,2,0,2,1,1,2,3
1288,0,4,2,0,1,0,0,1,4
1289,0,1,2,1,0,0,0,2,4
1290,2,4,2,3,0,0,2,1,3
1291,0,3,0,0,2,1,0,0,0
1292,2,0,2,2,1,0,2,2,4
1293,1,1,2,3,2,1,2,0,0
1294,2,0,2,2,1,1,2,1,3
1295,2,0,0,0,0,1,2,1,4
1296,1,2,2,0,2,1,1,0,0
1297,2,1,1,3,1,1,1,2,4
1298,1,1,2,1,2,1,1,1,3
1299,1,2,1,0,1,0,0,2,4
1300,1,4,2,2,1,1,1,0,0
1301,0,1,0,0,1,1,0,2,4
1302,2,4,2,1,1,1,2,0,0
1303,1,0,1,3,1,1,1,0,0
1304,0,2,2,2,2,1,1,2,4
1305,1,3,2,2,0,0,1,0,0
1306,0,0,2,0,2,0,1,1,4
1307,0,0,2,0,1,0,1,2,4
1308,2,4,1,2,1,0,0,0,0
1309,1,3,2,1,2,0,0,0,0
1310,1,1,1,2,2,1,2,2,4
1311,1,2,1,3,1,1,2,2,4
1312,1,3,0,2,1,0,2,0,0
1313,1,3,0,1,1,1,2,0,0
1314,0,3,2,1,2,0,1,2,3
1316,2,3,2,2,1,0,0,0,0
1317,0,2,1,0,2,1,1,0,0
1318,2,2,2,3,2,1,2,0,0
1319,2,2,2,0,1,0,2,1,3
1320,1,4,2,3,0,0,2,0,0
1321,0,1,0,2,1,0,0,0,0
1322,1,3,2,2,2,0,2,2,3
1323,2,4,2,2,2,1,1,1,2
1324,1,4,0,1,2,1,2,2,3
1325,2,0,2,0,2,1,0,2,4
1326,1,4,2,0,1,1,0,1,3
1327,0,3,2,1,0,1,0,2,4
1328,0,0,2,2,0,0,1,0,0
1329,0,4,0,3,2,1,0,2,3
1330,1,2,2,1,2,1,0,1,3
1331,0,1,0,1,1,1,1,2,4
1332,2,2,0,3,0,1,0,0,0
1333,0,4,2,0,1,1,2,0,0
1334,1,3,2,1,1,0,2,2,3
1335,1,4,2,1,2,1,0,1,3
1336,0,2,2,2,2,1,1,2,4
1337,1,4,0,1,0,1,1,2,3
1338,2,1,0,3,1,0,2,0,0
1339,0,3,1,3,2,1,1,0,0
1341,2,3,0,3,2,1,0,1,3
1342,1,3,2,2,1,1,2,2,3
1343,2,4,2,0,2,1,1,2,3
1344,1,4,0,2,0,1,1,1,3
1345,0,4,2,0,0,1,1,2,4
1346,1,2,1,3,2,0,1,2,4
1347,1,0,2,1,1,1,1,2,4
1348,0,0,2,3,1,0,2,0,0
1349,0,1,2,2,1,1,1,1,3
1350,0,2,0,1,2,0,1,1,3
1351,1,0,0,1,2,1,0,0,0
1352,0,0,2,2,0,0,0,0,0
1353,1,4,1,3,1,1,2,0,0
1354,2,0,1,0,0,0,0,2,4
1355,2,1,2,0,1,0,1,2,4
1356,0,3,2,0,1,0,2,1,3
1357,2,0,2,3,0,1,2,1,4
1358,0,0,0,3,1,0,1,0,0
1359,1,4,2,0,1,0,0,2,3
1360,2,2,2,0,2,1,0,0,0
1361,2,2,2,1,1,0,2,0,0
1362,2,0,2,0,1,1,1,2,4
1363,1,4,0,3,1,1,0,1,3
1364,1,4,0,3,1,0,0,1,3
1365,1,1,1,1,2,0,1,0,0
1366,0,0,1,3,1,0,2,2,4
1367,0,4,2,0,0,0,2,1,3
1368,2,0,1,3,2,0,0,2,4
1369,2,4,2,3,1,1,2,2,3
1370,0,2,2,3,2,1,0,2,4
1371,1,3,0,2,0,1,1,1,3
1372,1,0,2,0,0,1,1,1,4
1373,1,1,0,3,2,0,0,1,4
1374,1,0,2,1,0,1,2,2,4
1375,1,0,2,3,1,1,0,1,4
1376,2,2,2,1,0,1,0,0,0
1377,1,1,2,1,2,1,1,2,4
1378,1,2,1,1,2,1,1,2,3
1379,2,2,1,3,0,1,2,1,3
1381,1,1,0,2,2,1,2,0,0
1382,1,0,2,0,0,0,0,2,4
1383,0,1,2,0,0,0,0,1,4
1384,2,2,0,3,0,0,1,1,3
1385,1,4,2,3,2,0,2,2,3
1386,1,3,2,1,1,1,1,2,3
1388,1,1,1,3,2,1,0,0,0
1389,2,0,0,2,1,0,0,1,4
1390,2,3,2,1,2,0,2,1,2
1391,0,4,2,2,1,1,0,0,0
1392,1,2,1,0,1,0,1,0,0
1393,1,4,1,3,0,1,2,1,3
1394,0,0,2,3,0,1,0,2,4
1395,0,0,2,3,0,0,2,2,4
1396,1,1,0,2,0,0,1,0,0
1397,0,1,2,0,1,1,0,1,4
1398,2,0,2,2,2,0,1,1,3
1399,0,0,2,0,0,0,2,0,0
1400,1,3,2,2,2,1,1,1,2
1402,0,3,2,0,1,1,2,1,3
1403,2,1,2,1,1,1,2,0,0
1404,0,0,2,0,1,1,2,2,4
1405,0,1,2,2,0,1,1,0,0
1406,0,4,1,1,0,0,1,2,4
1407,0,3,1,3,1,1,2,1,3
1408,0,4,2,0,0,0,0,1,4
